"";"OBJECTID";"PARCELID";"PRINTKEY";"STREET_NUM";"STREET_NAME";"SITEADDRESS";"CITY";"ZIP5";"CLASSCD";"CLASSDSCRP";"PRPRTYDSCRP";"OWNERNME1";"PSTLADDRESS";"PSTLCITY";"LOT_FRONTAGE";"LOT_DEPTH";"STATEDAREA";"CURRENT_LAND_VALUE";"CURRENT_TOTAL_VALUE";"CURRENT_TAXABLE_VALUE";"TENTATIVE_LAND_VALUE";"TENTATIVE_TOTAL_VALUE";"TENTATIVE_TAXABLE_VALUE";"SALE_DATE";"SALE_PRICE";"BOOK";"PAGE";"DEED_TYPE";"VALID";"RESCOM";"CALCULATEDACRES";"SHAPEACRES";"BISZONING";"Shape.STArea..";"Shape.STLength..";"OWNERSHIPCODE";"LOW_STREET_NUM";"HIGH_STREET_NUM";"lon";"lat";"crime_count"
"246";28024;"09182000020110000000";"091.82-2-11";"183";"ROYCROFT DR";"183 ROYCROFT DR";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"35";"74";"0.06";"1500";"1500";1500;1500;1500;1500;"12/24/2015";"347080";"11637";"00095";"T";"";"R";0,05945822;0,05967367;"R-1";454,35546875;91,6171692824236;" ";183;183;-77,59401;43,181415;8538
"3610";28036;"09183000010500000000";"091.83-1-50";"108";"LUX ST";"108 LUX ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"PHASE ONE ROCH PROP LLC  ";"192 CHIMNEY HILL RD";"ROCHESTER NY  14612";"45";"80.17";"0";"3700";"3700";3700;3700;3700;3700;"09/06/2016";"40700";"11756";"105";"W";"";"R";0,08282025;0,08289572;"R-1";631,171875;104,560508916668;" ";108;108;-77,588157;43,1812522;7565
"6213";28062;"10579000030670000000";"105.79-3-67";"47";"HALFORD ST";"47 HALFORD ST";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"UTTARO IMMACULATE &JOSEPH";"816 IVY CT";"WEBSTER NY  14580";"38";"120.67";"0";"2000";"2000";2000;2000;2000;2000;"07/01/1983";"34772";"06383";"00208";"W";"";"R";0,10526768;0,10503537;"R-1";799,16796875;132,374470857556;" ";47;47;-77,657288;43,158467;3578
"6310";28063;"10578000020350000000";"105.78-2-35";"95";"GARLAND AV";"95 GARLAND AV";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"GARDNER KATURA  ";"49 LANGFORD RD";"ROCHESTER NY  14615";"40";"117";"0";"4000";"4000";4000;4000;4000;4000;"08/19/2005";"67500";"10174";"00138";"W";"";"R";0,10743802;0,10621092;"R-1";808,11328125;131,412034083525;" ";95;95;-77,66227;43,158417;2671
"6410";28064;"10584000030060000000";"105.84-3-6";"71";"ORANGE ST";"71 ORANGE ST";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"40";"120";"0";"2800";"2800";2800;2800;2800;2800;"04/16/2013";"1";"11241";"00608";"T";"";"R";0,11019284;0,10874705;"R-1";827,39453125;133,104359091115;" ";71;71;-77,628027;43,158092;9034
"651";28065;"10584000030020000000";"105.84-3-2";"89";"ORANGE ST";"89 ORANGE ST";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"ALMUSALLAM ABEER H A M H  ";"189 N WATER STREET";"ROCHESTER NY  14604";"35";"40.56";"0";"500";"500";500;500;500;500;"01/02/2015";"94000";"11487";"00007";"W";"";"R";0,03258953;0,03366702;"R-1";256,15625;64,1714996452102;" ";89;89;-77,6286329;43,1581959;8454
"7310";28073;"10579000020180000000";"105.79-2-18";"34";"DAKOTA ST";"34 DAKOTA ST";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"40";"120";"0";"4000";"4000";4000;4000;4000;4000;"10/12/2001";"6000";"09526";"00607";"B";"";"R";0,11019284;0,11269291;"R-1";857,42578125;134,772436340643;" ";34;34;-77,652413;43,158183;4628
"7610";28076;"10582000030120000000";"105.82-3-12";"25";"RIES ST";"25 RIES ST";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"HUDDLESTON MOLLYE  ";"PO BOX 90688";"ROCHESTER NY  14609";"48.24";"120.82";"0";"4300";"4300";4300;4300;4300;4300;"03/23/2016";"22000";"11672";"654";"Q";"";"R";0,13380066;0,13530222;"R-1";1029,4375;141,767940543583;" ";25;25;-77,640367;43,157983;6699
"8210";28082;"10584000030340010000";"105.84-3-34.001";"53";"ROMEYN ST";"53 ROMEYN ST";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"80";"77.64";"0.1";"2400";"2400";2400;2400;2400;2400;"11/17/2005";"1054752";"10216";"00530";"T";"";"R";0,14258953;0,10383195;"R-1";789,98046875;116,92251769457;" ";53;53;-77,6269762;43,1576523;9101
"863";28086;"10584000030620010000";"105.84-3-62.001";"17";"PARKER PL";"17 PARKER PL";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"47.73";"50.7";"0.07";"1200";"1200";1200;1200;1200;1200;"04/10/2003";"1";"09769";"00411";"B";"";"R";0,05555351;0,06701219;"R-1";509,8515625;100,166679572381;" ";17;17;-77,628169;43,157635;8503
"874";28087;"10584000030590000000";"105.84-3-59";"7";"PARKER PL";"7 PARKER PL";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"28";"44.5";"0";"500";"500";500;500;500;500;"12/07/1999";"237676";"09256";"00150";"T";"";"R";0,02860422;0,02975762;"R-1";226,40625;61,6286672167459;" ";7;7;-77,62857;43,157677;8759
"8910";28089;"12027000010700010000";"120.27-1-70.001";"250";"CAMPBELL ST";"250 CAMPBELL ST";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"66";"165.4";"0.25";"6000";"6000";6000;6000;6000;6000;"11/30/1971";"0";"04176";"00276";"W";"";"R";0,25060606;0,25064815;"R-1";1907,015625;193,590850684253;" ";250;250;-77,6342;43,157581;7658
"9110";28091;"10584000030540010000";"105.84-3-54.001";"36";"GRAPE ST";"36 GRAPE ST";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"KRUEGER RONALD  ";"32 GRAPE ST";"ROCHESTER  NY  14608";"57.36";"21.35";"0";"300";"300";300;300;300;300;"09/03/2010";"1";"10918";"00254";"Q";"";"R";0,02811377;0,0205323;NA;156,2109375;65,0584779789573;" ";36;36;-77,6290545;43,1577032;8728
"1004";28100;"10632000020670000000";"106.32-2-67";"102";"THOMAS ST";"102 THOMAS ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"AL-HUSSEIN ABDULSATTAR JABER SULAIMAN";"189 N WATER STREET";"ROCHESTER NY  14604";"46";"149.59";"0";"2600";"2600";2600;2600;2600;2600;"03/27/2015";"75000";"11516";"00604";"W";"";"R";0,15796924;0,16381184;"R-1";1247,08203125;165,083144600545;" ";102;102;-77,604226;43,176326;8001
"1064";28106;"10629000010360000000";"106.29-1-36";"32";"HARRIS ST";"32 HARRIS ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"40";"100";"0";"2700";"2700";2700;2700;2700;2700;"04/16/2013";"1";"11241";"00608";"T";"";"R";0,09182736;0,0924816;"R-1";704,0546875;117,475814564447;" ";32;32;-77,6213159;43,1764;8753
"1101";28110;"10630000040270000000";"106.30-4-27";"93";"FLOWER ST";"93 FLOWER ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"MANUEL DOROTHY  ";"87 FLOWER ST";"ROCHESTER  NY  14621";"32.52";"145.34";"0";"2800";"2800";2800;2800;2800;2800;"12/26/1985";"1";"6833";"122";"Q";"";"R";0,10850452;0,1099667;"R-1";837,16015625;148,984039566268;" ";93;93;-77,615134;43,176172;8748
"1181";28118;"10630000040030000000";"106.30-4-3";"23";"FLOWER ST";"23 FLOWER ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"HAYDEN GWENDOLYN  ";"19 FLOWER ST";"ROCHESTER  NY  14621";"7.5";"255";"0";"100";"100";100;100;100;100;"05/01/2000";"48000";"9303";"630";"W";"";"R";0,04390496;0,0456094;"R-1";347,22265625;220,535777154829;" ";23;23;-77,617095;43,17595;8960
"1542";28154;"12182000020830010000";"121.82-2-83.001";"26";"CLAREMONT PK";"26 CLAREMONT PK";"ROCHESTER";"14620";"311";"RESIDENTIAL VACANT LAND";NA;"WEISS STACEY  ";"1110 S CLINTON AV";"ROCHESTER NY  14620";"27.5";"116.34";"0";"1500";"1500";1500;1500;1500;1500;"11/15/2005";"1";"10218";"00081";"Q";"";"R";0,07344697;0,19475192;NA;1480,73828125;162,150679795948;" ";26;26;-77,5934559;43,1368529;4161
"1634";28163;"12182000020840010000";"121.82-2-84.001";"22";"CLAREMONT PK";"22 CLAREMONT PK";"ROCHESTER";"14620";"311";"RESIDENTIAL VACANT LAND";NA;"WEISS STACEY  ";"1110 S CLINTON AV";"ROCHESTER NY  14620";"28.01";"120";"0";"1000";"1000";1000;1000;1000;1000;"11/15/2005";"1";"10218";"00081";"Q";"";"R";0,07716253;0,09139944;NA;694,9296875;127,262874809815;" ";22;22;-77,5934896;43,1368377;4161
"1801";28180;"09180000040080000000";"091.80-4-8";"671";"AVE D";"671 AVE D";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"37.02";"87.2";"0";"1000";"1000";1000;1000;1000;1000;"04/26/2011";"1";"10991";"00222";"T";"";"R";0,07410799;0,0737475;"R-1";561,515625;103,612177297453;" ";671;671;-77,6052919;43,1804846;8420
"1884";28188;"09184000020340000000";"091.84-2-34";"210";"NICHOLS ST";"210 NICHOLS ST";"ROCHESTER";"14609";"311";"RESIDENTIAL VACANT LAND";NA;"DEJESUS MIGUEL  ";"36 PORTAGE ST";"ROCHESTER NY  14621";"39.6";"99.8";"0";"5500";"5500";5500;5500;5500;5500;"01/23/2006";"32400";"10249";"00234";"B";"";"R";0,09072727;0,08993275;"R-1";684,734375;115,8494001687;" ";210;210;-77,581063;43,180134;5611
"1893";28189;"09179000010560000000";"091.79-1-56";"473";"AVE D";"473 AVE D";"ROCHESTER";"14621";"330";"VACANT COMMERCIAL LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"20.5";"100.31";"0";"4000";"4000";4000;4000;4000;4000;"04/11/2014";"461694";"11396";"00001";"T";"";"C";0,04720742;0,04692225;"R-1";357,265625;100,762221001326;" ";473;473;-77,6109126;43,1803019;9462
"2021";28202;"09179000030760000000";"091.79-3-76";"844";"JOSEPH AV";"844 JOSEPH AV";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"33";"126";"0";"8300";"40500";40500;4000;4000;4000;"04/11/2014";"461694";"11396";"00001";"T";"";"R";0,09545455;0,09148147;"R-2";696,5234375;130,988574748102;" ";844;844;-77,607576;43,1802149;9407
"2092";28209;"09179000030770000000";"091.79-3-77";"838";"JOSEPH AV";"838 JOSEPH AV";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"41";"126";"0";"4000";"4000";4000;4000;4000;4000;"10/14/1998";"578597";"09081";"00311";"T";"";"C";0,11859504;0,11657085;"R-2";887,546875;138,501356770355;" ";838;838;-77,607558;43,180116;9421
"2112";28211;"10634000030190000000";"106.34-3-19";"71";"HOLLISTER ST";"71 HOLLISTER ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"40";"110.3";"0";"2800";"2800";2800;2800;2800;2800;" ";"0";"00000";"00000";" ";"";"R";0,10128558;0,10131948;"R-1";771,2734375;125,247980217248;" ";71;71;-77,593665;43,174224;8751
"2216";28221;"10630000030800000000";"106.30-3-80";"76";NA;NA;"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";NA;NA;NA;NA;NA;"2800";"2800";2800;2800;2800;2800;"06/12/1997";"1";"8879";"649";"W";"";NA;NA;0,11953361;"R-1";909,93359375;142,414951650495;" ";NA;NA;-77,6109219;43,16103;10867
"2265";28226;"10632000040260000000";"106.32-4-26";"18";"MARIA ST";"18 MARIA ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"35";"155";"0";"2900";"2900";2900;2900;2900;2900;"11/17/2000";"688766";"09388";"00512";"T";"";"R";0,12454086;0,12673052;"R-1";964,71875;159,212785419805;" ";18;18;-77,605459;43,174232;9250
"2292";28229;"10634000020210000000";"106.34-2-21";"23";"LOCHNER PL";"23 LOCHNER PL";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"22.14";"11.01";"0";"200";"200";200;200;200;200;" ";"0";"00000";"00000";" ";"";"R";0,00559599;0,00601697;"R-1";45,80859375;28,4374654412863;" ";23;23;-77,5899869;43,174069;8311
"231";28231;"10641000030010000000";"106.41-3-1";"868";"NORTH ST";"868 NORTH ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"40.5";"113.49";"0";"2900";"2900";2900;2900;2900;2900;"05/14/2012";"678681";"11120";"00353";"T";"";"R";0,10551756;0,10514537;"R-1";800,390625;129,017598081352;" ";868;868;-77,595514;43,173977;9128
"2364";28236;"10644000020130000000";"106.44-2-13";"66";"HIGH ST";"66 HIGH ST";"ROCHESTER";"14609";"311";"RESIDENTIAL VACANT LAND";NA;"SHUTZ ARNOLD E & BARBARA  ";"10620 62ND PLACE W";"MUKILTEO WA  98275";"38";"127";"0";"4000";"4000";4000;4000;4000;4000;"06/11/2001";"40000";"09468";"00237";"W";"";"R";0,11078972;0,11170125;"R-1";850,28125;138,34508321674;" ";66;66;-77,5800919;43,1736859;6420
"2371";28237;"10632000040240000000";"106.32-4-24";"14";"MARIA ST";"14 MARIA ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"36";"102";"0";"1300";"1300";1300;1300;1300;1300;"01/29/2008";"416524";"10575";"00151";"T";"";"R";0,08429752;0,08382119;"R-1";638,08203125;115,168951564516;" ";14;14;-77,605552;43,17403;9393
"2425";28242;"10643000010040000000";"106.43-1-4";"1";"WRIGHT TER";"1 WRIGHT TER";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"30";"86";"0";"2000";"2000";2000;2000;2000;2000;"05/14/2012";"678681";"11120";"00353";"T";"";"R";0,05922865;0,0585404;"R-1";445,625;96,6795416095917;" ";1;1;-77,5891259;43,17374;8322
"2485";28248;"10641000010050000000";"106.41-1-5";"149";"WEEGER ST";"149 WEEGER ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"SMITH HOOVER L  ";"153 WEEGER ST";"ROCHESTER  NY  14605";"33";"152.63";"0";"2900";"2900";2900;2900;2900;2900;" ";"0";"00000";"00000";" ";"";"R";0,11562879;0,11585259;"R-1";881,8984375;154,557351334189;" ";149;149;-77,6003659;43,173648;9453
"2492";28249;"10638000010260000000";"106.38-1-26";"123";"EVERGREEN ST";"123 EVERGREEN ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"43";"71.97";"0";"2500";"7000";7000;1200;1200;1200;"12/24/2015";"347080";"11637";"00095";"T";"";"R";0,07104477;0,0704049;"R-1";535,9453125;95,636368794774;" ";123;123;-77,613829;43,173842;9678
"2531";28253;"10638000010040000000";"106.38-1-4";"79";NA;NA;"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";NA;NA;NA;NA;NA;"2800";"2800";2800;2800;2800;2800;"10/24/1997";"502816";"08932";"00596";"T";"";NA;NA;0,11538758;"R-1";878,36328125;136,536506739127;" ";NA;NA;-77,6109219;43,16103;10867
"2551";28255;"10638000010110000000";"106.38-1-11";"93";"EVERGREEN ST";"93 EVERGREEN ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"42.83";"94.58";"0";"2000";"2000";2000;2000;2000;2000;"11/17/2000";"688766";"09388";"00512";"T";"";"R";0,09299498;0,09632166;"R-1";733,22265625;115,753788594588;" ";93;93;-77,616079;43,173771;9769
"2582";28258;"10642000010650000000";"106.42-1-65";"126-128";"LINCOLN ST";"126-128 LINCOLN ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"60";"110.46";"0";"3100";"3100";3100;3100;3100;3100;"10/19/1999";"364449";"09243";"00036";"T";"";"R";0,15214876;0,14964524;"R-1";1139,11328125;141,402358185467;" ";126;128;-77,594575;43,173576;9204
"2591";28259;"10641000020640010000";"106.41-2-64.001";"31";"MARK ST";"31 MARK ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"46.5";"103.67";"0.11";"2900";"2900";2900;2900;2900;2900;"11/30/2004";"52125";"10054";"00652";"T";"";"R";0,11066701;0,11253937;"R-1";856,66796875;126,931246471347;" ";31;31;-77,597395;43,1735619;9705
"2994";28299;"10730000020160000000";"107.30-2-16";"149";"SALISBURY ST";"149 SALISBURY ST";"ROCHESTER";"14609";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"10";"90.65";"0";"900";"900";900;900;900;900;"12/24/2015";"347080";"11637";"00095";"T";"";"R";0,02081038;0,02163028;"R-1";164,66015625;83,3525835187547;" ";149;149;-77,567573;43,174503;4199
"3013";28301;"10527000020460000000";"105.27-2-46";"140";"GLENWOOD AV";"140 GLENWOOD AV";"ROCHESTER";"14613";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"41.25";"114.34";"0";"4000";"4000";4000;4000;4000;4000;"05/14/2012";"678681";"11120";"00353";"T";"";"R";0,10827652;0,10777323;"R-1";820,50390625;129,209941617861;" ";140;140;-77,633454;43,177437;7240
"3262";28326;"10535000010330010000";"105.35-1-33.001";"37";"MALVERN ST";"37 MALVERN ST";"ROCHESTER";"14613";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"106";"191";"0";"7700";"7700";7700;7700;7700;7700;"04/11/2014";"461694";"11396";"00001";"T";"";"R";0,46478421;0,46283386;"R-1";3523,56640625;247,404901713626;" ";37;37;-77,633684;43,176662;7302
"3273";28327;"10533000010030000000";"105.33-1-3";"210";"MERLIN ST";"210 MERLIN ST";"ROCHESTER";"14613";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"202";"34";"0";"4000";"4000";4000;4000;4000;4000;" ";"0";"00000";"00000";" ";"";"R";0,15766758;0,11694099;"R-1";890,2734375;195,466912734836;" ";210;210;-77,644715;43,176808;5737
"3511";28351;"10574000030210000000";"105.74-3-21";"49";"LIME ST";"49 LIME ST";"ROCHESTER";"14606";"311";"RESIDENTIAL VACANT LAND";NA;"JONES JEANETTE  ";"176 DAKOTA ST";"ROCHESTER NY  14606";"35";"165";"0";"3000";"3000";3000;3000;3000;3000;"09/29/1995";"42268";"8659";"16";"W";"";"R";0,13257576;0,1326486;"R-1";1009,359375;167,75103975401;" ";49;49;-77,635552;43,16154;7612
"3541";28354;"10574000020200000000";"105.74-2-20";"85";"LIME ST";"85 LIME ST";"ROCHESTER";"14606";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"42";"161.56";"0.16";"3100";"3100";3100;3100;3100;3100;"10/19/1999";"364449";"09243";"00036";"T";"";"R";0,1557741;0,15777141;"R-1";1200,52734375;170,693910335945;" ";85;85;-77,6378639;43,16156;7319
"3551";28355;"10574000020500010000";"105.74-2-50.001";"470-472";"CHILD ST";"470-472 CHILD ST";"ROCHESTER";"14606";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"80";"88.07";"0.16";"3200";"3200";3200;3200;3200;3200;"01/29/2008";"416524";"10575";"00151";"T";"";"R";0,16174472;0,11418295;"R-1";868,8515625;137,347005806133;" ";470;472;-77,6388515;43,1614872;7283
"3692";28369;"10572000010760000000";"105.72-1-76";"86";"LOUISE ST";"86 LOUISE ST";"ROCHESTER";"14606";"340";"VACANT INDUSTRIAL LAND";NA;"MAGNON III ADOLPH J & LAU  ";"7015 PURPLE RDG";"SAN ANTONIO TX  78233";"30";"120.14";"0";"3600";"3600";3600;3600;3600;3600;"08/15/1997";"36000";"08907";"00530";"W";"";"C";0,08274105;0,08363085;"M-1";636,3671875;125,580320214525;" ";86;86;-77,650259;43,161307;4936
"3832";28383;"10625000010200000000";"106.25-1-20";"343";"WILKINS ST";"343 WILKINS ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"ROCHESTER HSG AUTHORITY  ";"675 W MAIN ST";"ROCHESTER  NY  14611";"40";"101.56";"0.09";"2200";"2200";2200;2200;2200;2200;" ";"0";"00000";"00000";" ";"";"R";0,09325987;0,09410086;"R-1";716,41796875;118,707036350854;" ";343;343;-77,600685;43,178315;9194
"3873";28387;"10626000020500000000";"106.26-2-50";"126";"CARTER ST";"126 CARTER ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CULVER LLC  ";"140 CARTER ST";"ROCHESTER NY  14621";"30";"111.28";"0";"3600";"3600";3600;3600;3600;3600;"05/22/2003";"485000";"09789";"00604";"W";"";"R";0,07663912;0,07471916;"R-1";568,86328125;115,614970865014;" ";126;126;-77,590949;43,178291;9111
"3884";28388;"10624000020290000000";"106.24-2-29";"313";"WILKINS ST";"313 WILKINS ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"45";"101.56";"0";"2300";"2300";2300;2300;2300;2300;"04/29/2010";"451447";"10869";"00256";"T";"";"R";0,10491736;0,10238314;"R-1";779,4765625;120,920776966066;" ";313;313;-77,601623;43,178287;9043
"4042";28404;"10625000010370000000";"106.25-1-37";"162";"FRIEDERICH PK";"162 FRIEDERICH PK";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"THAYER ROBERT  ";"26 MOORLAND PK";"ROCHESTER  NY  14612";"50";"65.25";"0";"1000";"1000";1000;1000;1000;1000;"06/13/2014";"1";"11411";"00262";"Q";"";"R";0,07489669;0,0742786;"R-1";565,51171875;96,0479574951119;" ";162;162;-77,600059;43,1781036;9212
"4254";28425;"12169000020630000000";"121.69-2-63";"869";"S PLYMOUTH AV";"869 S PLYMOUTH AV";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"44";"102.88";"0";"3900";"3900";3900;3900;3900;3900;"03/17/2008";"23593";"10592";"00444";"T";"";"R";0,10391919;0,10574124;"R-1";804,03515625;123,905432386905;" ";869;869;-77,623122;43,139377;6766
"473";28473;"10543000010340000000";"105.43-1-34";"86-88";"EMERSON ST";"86-88 EMERSON ST";"ROCHESTER";"14613";"311";"RESIDENTIAL VACANT LAND";NA;"KALEKRISTOS EZRA  ";"80 EMERSON ST";"ROCHESTER  NY  14613";"40";"102.02";"0";"3900";"3900";3900;3900;3900;3900;"10/25/2016";"425";"11773";"00084";"Q";"";"R";0,09368228;0,09560073;"R-1";727,73828125;120,713410665624;" ";86;88;-77,6317977;43,1736974;8029
"4743";28474;"10543000010360000000";"105.43-1-36";"96";"EMERSON ST";"96 EMERSON ST";"ROCHESTER";"14613";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"40";"102.04";"0.1";"3900";"3900";3900;3900;3900;3900;"04/15/2008";"1";"10604";"00015";"Q";"";"R";0,09370064;0,09431079;"R-1";717,921875;120,247569278104;" ";96;96;-77,632004;43,173806;7991
"4921";28492;"10560000010340010000";"105.60-1-34.001";"11";"FULTON AV";"11 FULTON AV";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"71.62";"115.43";"0.11";"2500";"2500";2500;2500;2500;2500;"04/28/2009";"1";"10738";"00674";"T";"";"R";0,18978642;0,11180417;"R-1";850,9296875;130,864240735507;" ";11;11;-77,627511;43,167875;9355
"4964";28496;"10558000020340000000";"105.58-2-34";"7";"WOODROW ST";"7 WOODROW ST";"ROCHESTER";"14606";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"33";"110";"0";"3700";"3700";3700;3700;3700;3700;"12/24/2015";"347080";"11637";"00095";"T";"";"R";0,08333333;0,08318872;"R-1";633,140625;119,537529320804;" ";7;7;-77,636819;43,167842;7007
"5102";28510;"10557000040740000000";"105.57-4-74";"386-388";"MURRAY ST";"386-388 MURRAY ST";"ROCHESTER";"14606";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"40";"99";"0";"1500";"1500";1500;1500;1500;1500;"03/11/1998";"1";"8982";"35";"W";"";"R";0,09090909;0,09371612;"R-1";713,25;117,149170775976;" ";386;388;-77,642009;43,1675899;6911
